source_id,ra,dec,pmra,pmdec,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,constellation,id,hip,hd,hr,gl,bf,proper,dist,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
3157651507822123648,105.8245576537318,9.138380438937682,-22.821220105010976,6.593969568669276,11.11123975942753,5.931997,6.0118175,5.8345094,0.17730808,,And,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816264914127251712,306.4005274521414,19.47278522253452,-9.661533656856516,-4.965375836736589,2.131534537202722,6.7646976,7.8035617,5.7896953,2.0138664,-16.315195026417246,Peg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6899073729264743168,320.74674166271586,-6.2326439141888645,8.504536561403475,2.1406940789980338,2.211886959497749,6.540478,8.065589,5.359583,2.706006,,Cet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599161810702827520,179.25056094454894,-4.782746908226896,-154.7486505224631,6.042837018952346,21.580144922390133,6.611785,6.875328,6.2521553,0.62317276,15.149352128977462,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595319083310383488,234.017284530016,52.07016054990196,-16.91754121422485,81.45240190007597,16.975088090256,6.6163616,6.806673,6.363795,0.44287825,,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953878757336624384,186.31321306295672,23.92602679430661,55.52635718655287,-41.00542234402764,7.545348036574894,5.710331,6.297735,5.058197,1.2395382,-3.7413788847364673,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468813931327385600,268.906327429828,2.074947657907871,6.308885927898134,5.423741175116213,3.705396711296325,6.570978,6.947002,6.0696692,0.8773327,11.79678561197724,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953900747569804928,184.8299121082865,23.03463114804501,-12.617250097433976,-9.62562733886134,11.714546118879294,6.2145004,6.3085723,6.1058154,0.20275688,,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070636448174993024,307.64568943539183,44.3152433874853,-2.4782690538194627,1.1722425755395374,0.574408040782731,6.695587,7.2673454,5.992505,1.2748404,81.5932351029536,Cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853819947756949120,157.6552178980046,55.98039821047475,-177.6271909428426,-32.44427113305987,77.4346448923075,4.6374583,4.9691763,4.2717724,0.6974039,8.296478139913225,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76911598572764800,30.646144979775592,13.47670584915282,-0.6029853417257691,-1.3230423797816877,5.417834539587204,4.951929,6.2804155,3.9306233,2.3497922,-7.139209887610686,Peg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946813453049392768,99.64756656902168,-16.873652768852576,-9.174092507477514,-24.932899113826565,6.301697072207952,5.9870005,6.02623,5.9615045,0.0647254,,Phe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961912034103154944,192.9246091491152,27.54067762848846,-10.990341800902783,-8.313439756806364,11.493305638652783,4.6728683,5.107216,4.243555,0.8636608,,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961830154846485760,192.3222555947474,27.55247167532848,-94.3916089629479,21.336044341506163,11.814766971221468,5.739357,5.775555,5.722736,0.052819252,,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343528380904616576,90.63882982783976,13.025344147059316,-1.9052409612579613,-25.48618426778553,2.041809495150288,6.227385,7.234926,5.2659373,1.9689889,16.270126560550466,Peg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580063399781825280,98.08947068178688,-37.6970492070979,72.62542020942168,-76.11095089927638,11.541538256916573,4.934616,5.4958043,4.3497458,1.1460586,34.164921497365235,Tuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946804897474687360,99.43149665148736,-17.013241759278046,-0.9832597380711804,-26.12264584822825,1.8528164811011856,6.746694,7.8779116,5.725396,2.1525154,-28.027791620583194,Phe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552645609621644160,81.54521709795269,78.41458697698621,9.511649985014428,5.325551265323098,6.581166299916426,6.4096293,6.9449315,5.7810082,1.1639233,-29.7906774549472,Cep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552593554618207744,82.2003126185635,78.3000027171356,18.188293380687423,-86.82148988931893,9.167118752323452,6.625234,6.8392754,6.331794,0.5074816,,Cep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879572044868061952,333.0337706871217,24.95065312987272,10.115945714629326,3.2325362857469537,1.7612068356348904,5.4112606,6.227859,4.6013184,1.6265407,-8.86428854235711,Peg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5340161266999026944,166.62194020945302,-58.67500393910093,-10.83258563493964,4.441948981112779,2.07359073780756,5.661717,6.334758,4.9388556,1.3959022,3.863619187685624,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860698930749216000,155.80985049542,5.6939411030762805,-243.3867647177136,-72.19796247211507,17.110156698575054,6.404021,6.6690264,6.0319967,0.63702965,34.86347816576796,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760706763367244544,316.8904004011312,15.65840938335334,48.95103036160068,-56.86540314282603,7.965951507261403,5.9717774,6.5227747,5.3249474,1.1978273,-34.00925307465717,Peg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835686534380105216,344.5268753036412,21.513037658741347,29.60627585064625,-32.21044671113096,3.1553949191355533,6.004173,7.581606,4.8257685,2.7558374,,Peg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580462497887595904,137.9813807285192,5.468581948483578,-98.60588476273116,-10.571037873396934,19.59826048120987,6.255873,6.4492764,5.9951124,0.45416403,,UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265985095556402176,78.68446237422933,53.21394389071952,-0.9896765203568676,-0.8804085868501342,1.717013721765524,6.098986,6.1872425,5.9667344,0.2205081,,Cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561626523676325120,35.4456651625644,78.25385796501561,4.944091789213644,-3.0305086301435,3.2923183532964853,6.5422735,7.620338,5.553074,2.067264,-24.32030079535673,Cep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071060144084204032,183.78601928507683,-58.7489735180667,-37.29213461781731,-9.971114636098664,11.624334919491512,2.7006555,4.791743,3.0208504,1.7708924,,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928562522107627648,105.11691093092466,-22.645021775229285,-18.71559035827505,3.9314095039452974,2.282900466554695,6.674781,7.5637937,5.7875814,1.7762122,13.733489330528448,Tuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326646878965450880,221.1871692114361,-9.704268489950644,-90.87880220395584,-48.47817421420364,14.66627947878212,6.7443137,6.979472,6.419531,0.5599413,-20.705363571759577,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855706051455962880,191.2584789904266,-68.83076307248656,-6.961029172728545,-2.4674716307085154,0.9724593231900373,5.9570847,6.3630815,5.4388723,0.9242091,0.5243082013269991,Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974092283518184192,324.8862501914582,45.18325265766461,0.8895466121674163,-6.7689800321169935,1.744201102978495,6.7745647,9.142322,5.4198174,3.7225041,,Cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,Sol,0.0,0.0,-26.7,4.85,G2V,0.656,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,,1.0,,,
,0.000335,38.859279,5.24,-2.91,,,,,,,,3.0,3.0,224699.0,,,,,442.4779,0.0,6.61,-1.619,B9,-0.019,344.552785,0.030213,277.614965,3.92e-06,1.124e-05,-4.86e-06,8.76262870725e-05,0.6782223625543176,2.54042369e-08,-1.4108078e-08,,,And,1.0,3.0,,386.9011316551087,,,
,0.003554,38.30405,-2.5,-15.07,,,,,,,,19.0,19.0,224721.0,,,,,249.3766,16.0,6.53,-0.454,G5,0.955,195.693966,0.182078,154.572309,2.414e-05,-3e-06,-4.15e-06,0.0009304489470074,0.6685317837125663,-1.2120342e-08,-7.3061421e-08,,,And,1.0,19.0,,132.31223331133708,,,
,0.0053,-44.290561,58.36,-108.64,,,,,,,,25.0,25.0,224750.0,9077.0,,,,81.367,3.0,6.28,1.728,G3IV,0.763,58.243094,0.080879,-56.818381,-2.776e-05,2.298e-05,-3.282e-05,0.0013876607010597,-0.7730161236388425,2.82937264e-07,-5.26701582e-07,,,Phe,1.0,25.0,,17.733726245425586,,,
,0.006638,26.918108,42.2,-53.47,,,,,,,,34.0,34.0,224758.0,9078.0,,,,74.6269,0.0,6.43,2.066,F7.5IV-V,0.514,66.54131,0.115654,33.784832,8.73e-06,1.528e-05,-1.725e-05,0.0017378621745154,0.4698096167386025,2.045913732e-07,-2.59229874e-07,,,Peg,1.0,34.0,,12.989726288978543,,,
,0.008593,59.559679,-80.6,-24.07,,,,,,,,43.0,43.0,224784.0,9079.0,,,,136.2398,-33.0,6.18,0.508,G9III-IV,1.032,69.024292,0.155048,117.45989,-3.27e-06,-5.324e-05,-3.715e-05,0.0022496078515178,1.0395125049217948,-3.907598265e-07,-1.16694652e-07,,,Cas,1.0,43.0,,54.55065881703731,,,
,0.009533,-53.097713,52.98,-20.52,,,,,,,,50.0,50.0,224782.0,,,,,59.4177,0.0,6.49,2.62,G1IV,0.616,35.677374,0.089097,-47.513999,-4.76e-06,1.525e-05,-3.55e-06,0.0024958074750196,-0.9267299094829612,2.56854288e-07,-9.9483767e-08,,,Phe,1.0,50.0,,7.798301105232586,,,
,0.012119,45.253334,17.38,0.22,,,,,,,,63.0,63.0,224801.0,9080.0,,,,187.9699,-3.0,6.36,-0.01,B9p SiEu,-0.047,132.325125,0.419892,133.501154,-2.35e-06,1.583e-05,-2.04e-06,0.0031728632804047,0.7898196673326625,8.42606177e-08,1.06659e-09,,,And,1.0,63.0,,87.90225168308842,CG,6.382,6.322
,0.017941,-48.809876,-17.92,-6.75,,,,,,,,88.0,88.0,224834.0,9081.0,,Tau Phe,,181.8182,8.0,5.71,-0.588,G8III,0.911,119.736878,0.562356,-136.823418,9.9e-07,-1.579e-05,-1.008e-05,0.0046969598121488,-0.8518930353430763,-8.68786116e-08,-3.2724923e-08,Tau,,Phe,1.0,88.0,,149.69248567600363,,,
,0.022013,49.981558,13.29,-11.19,,,,,,,,106.0,106.0,224870.0,9083.0,,,,199.6008,-20.0,6.22,-0.281,G7II-III,0.97,128.347884,0.73972,152.861641,-4.93e-06,1.283e-05,-2.263e-05,0.0057630217777087,0.8723427473068125,6.44317381e-08,-5.425065e-08,,,Cas,1.0,106.0,,112.82361216489925,,,
,0.022255,-50.337373,7.34,10.59,,,,,,,,107.0,107.0,224865.0,9082.0,,,,166.3894,2.0,5.53,-0.576,M2III,1.615,106.198875,0.618768,-128.089244,7.85e-06,5.97e-06,3.88e-06,0.0058262583715863,-0.87855289975953,3.55853242e-08,5.1341768e-08,,,Phe,1.0,107.0,,148.04713248976265,,,
,0.026616,-77.065724,-56.52,-176.95,,,,,,,,122.0,122.0,224889.0,9084.0,,The Oct,,66.5779,24.0,4.78,0.663,K2III,1.254,14.902031,0.103716,-64.888859,-5.004e-05,-1.859e-05,-3.671e-05,0.0069680833539428,-1.3450506304308112,-2.740166922e-07,-8.57877807e-07,The,,Oct,1.0,122.0,,47.29334149186517,,,
,0.026949,61.222801,-2.8,-1.34,,,,,,,,124.0,124.0,224893.0,9085.0,,,,943.3962,-23.0,5.58,-4.293,F0III,0.407,454.144163,3.204116,826.885007,-5.86e-06,-1.285e-05,-2.357e-05,0.0070552932206482,1.0685394491555988,-1.35747831e-08,-6.496503e-09,,,Cas,1.0,124.0,,4541.507126325551,,,
,0.027597,73.611846,75.54,-12.36,,,,,,,,128.0,128.0,224890.0,,,,,70.7714,-8.0,6.5,2.251,Am...,0.182,19.96712,0.144423,67.896054,1.57e-06,2.593e-05,-9.05e-06,0.007224759497225,1.2847690896740125,3.662282543e-07,-5.992297e-08,,,Cep,1.0,128.0,,10.95468767333996,,,
,0.02823,-40.148702,33.7,-14.84,,,,,,,,133.0,133.0,224914.0,,,,,208.7683,-8.4,6.62,0.022,F5IV,0.545,159.572564,1.17943,-134.608237,-1.65e-05,3.399e-05,-5.94e-06,0.0073906095943405,-0.7007270395305625,1.633822103e-07,-7.194635e-08,,,Phe,1.0,133.0,,85.34930716135483,,,
,0.028579,24.253113,18.5,-28.01,,,,,,,,136.0,136.0,224907.0,,,,,180.5054,0.0,6.6,0.318,K2III-IV,1.153,164.569338,1.231343,74.145911,9.95e-06,1.626e-05,-2.235e-05,0.0074820027921453,0.4232966697822787,8.96905309e-08,-1.35796311e-07,,,Peg,1.0,136.0,,64.9830363484238,,,
,0.028847,42.367144,5.11,-1.77,,,,,,,,137.0,137.0,224906.0,9086.0,,,,374.5318,-11.0,6.25,-1.617,B9IIIp Mn,-0.042,276.711822,2.089808,252.388978,-6.22e-06,9.23e-06,-9.96e-06,0.0075520687723169,0.7394461549144825,2.47739791e-08,-8.581202e-09,,,And,1.0,137.0,,386.18908944898993,,,
,0.030402,-3.027504,18.9,-10.25,,,,,,,,145.0,145.0,224926.0,9087.0,,29    Psc,,139.2758,23.0,5.13,-0.589,B7III-IV,-0.128,139.077212,1.106982,-7.355907,2.302e-05,1.294e-05,-8.15e-06,0.0079593117606242,-0.0528399088172674,9.16297856e-08,-4.9693402e-08,,29.0,Psc,1.0,145.0,,149.830421062266,,,
,0.032672,-6.014072,46.62,-41.32,,,,,,,,154.0,154.0,224935.0,9089.0,,30    Psc,,132.4503,-12.0,4.37,-1.24,M3III,1.631,131.716394,1.126662,-13.877167,-1.524e-05,2.98e-05,-2.51e-05,0.0085534786762064,-0.104965358843855,2.260201379e-07,-2.00325012e-07,,30.0,Psc,1.0,154.0,,272.89777828080406,YY,4.418,4.308
,0.036139,27.082256,778.59,-918.72,,,,,,,,171.0,171.0,224930.0,9088.0,Gl 914A,85    Peg,,12.1699,-37.6,5.8,5.374,G3V,0.69,10.834733,0.102555,5.540428,-9.99e-06,4.584e-05,-6.577e-05,0.00946108171981,0.4726745357978474,3.7747108354e-06,-4.454080246e-06,,85.0,Peg,1.0,171.0,Gl 914,0.6171631684555837,,,
,0.038253,60.703168,-8.91,-11.05,,,,,,,,181.0,181.0,224980.0,,,,,363.6364,-25.5,6.77,-1.033,M0,1.832,177.930706,1.781896,317.12577,4.38e-06,-1.566e-05,-3.228e-05,0.0100146100271342,1.0594701422457788,-4.31968989e-08,-5.3571911e-08,,,Cas,1.0,181.0,,225.52775667452468,V822,6.814,6.724
,0.038867,-29.720414,9.66,14.0,,,,,,,,183.0,183.0,224990.0,9091.0,,Zet Scl,,154.0832,8.6,5.04,-0.899,B4V,-0.15,133.807455,1.36158,-76.389577,1.275e-05,7.35e-06,4.72e-06,0.0101752527887634,-0.5187190791032438,4.68330015e-08,6.7873915e-08,Zet,,Scl,1.0,183.0,,199.34254564980927,,,
,0.040046,8.956824,-0.87,-4.11,,,,,,,,186.0,186.0,224995.0,9092.0,,31    Psc,,122.8501,11.0,6.33,0.883,A6V,0.182,121.345487,1.272247,19.126563,1.15e-05,-4e-07,-6.7e-07,0.0104841170935585,0.1563260616488825,-4.217879e-09,-1.9925842e-08,,31.0,Psc,1.0,186.0,,38.618908944898976,,,
,0.041584,8.485463,-93.55,-47.5,,,,,,,,194.0,194.0,225003.0,9093.0,,32    Psc,,36.9004,10.0,5.7,2.865,F0V,0.315,36.494389,0.397318,5.44498,1.155e-05,-1.661e-05,-6.89e-06,0.0108866994970161,0.1480992689931425,-4.535431982e-07,-2.30286498e-07,,32.0,Psc,1.0,194.0,,6.223002851691592,,,
,0.043357,66.098966,3.32,1.14,,,,,,,,208.0,207.0,225009.0,9094.0,,,,100000.0,-18.0,5.87,-14.13,G8III,1.073,40513.198308,459.88359,91424.664275,-0.00053094,0.00160352,0.00020708,0.0113507568383742,1.1536445903601564,1.60958142e-08,5.526875e-09,,,Cas,1.0,208.0,,39084089.57924025,,6.002,5.812
,0.049301,-20.045882,100.38,78.95,,,,,,,,238.0,238.0,225045.0,9095.0,,,,61.1621,-4.0,6.25,2.318,F6/F7V,0.526,57.451984,0.741591,-20.964675,3.8e-06,2.981e-05,2.339e-05,0.0129070252397597,-0.3498666438465,4.866559725e-07,3.827604e-07,,,Cet,1.0,238.0,,10.299117193406987,,,
,0.052181,-24.145145,59.32,-3.14,,,,,,,,253.0,253.0,225069.0,9096.0,,,,203.666,25.0,6.46,-0.085,K1III,1.176,185.830563,2.53883,-83.309585,2.126e-05,5.886e-05,-1.329e-05,0.0136609804254089,-0.4214122862025538,2.875914753e-07,-1.5223149e-08,,,Cet,1.0,253.0,,94.18895965228413,,,
,0.052317,42.747908,32.79,-3.84,,,,,,,,254.0,254.0,225068.0,,,,,162.3377,0.0,6.73,0.678,A2,0.051,119.201069,1.632794,110.190599,1.7e-06,2.583e-05,-2.22e-06,0.0136964569910512,0.7460917371026062,1.589704059e-07,-1.8616845e-08,,,And,1.0,254.0,,46.64445252037798,,,
,0.053698,17.552268,58.45,-52.87,,,,,,,,258.0,258.0,225073.0,,,,,171.5266,0.0,6.59,0.418,K0,1.122,163.524544,2.299016,51.728256,1.257e-05,4.878e-05,-4.192e-05,0.0140581035189674,0.30634487519132,2.833735963e-07,-2.56320992e-07,,,Peg,1.0,258.0,,59.26523352402154,,,
,0.057143,63.64052,-3.27,-1.83,,,,,,,,274.0,274.0,225094.0,9097.0,,,,763.3588,-43.0,6.24,-3.174,B3Ia,0.332,338.894446,5.070187,683.988975,-1.328e-05,-1.23e-05,-4.241e-05,0.0149600202826856,1.1107366073692124,-1.58534074e-08,-8.87209e-09,,,Cas,1.0,274.0,,1620.3170427400005,V639,6.288,6.208
,0.061626,48.436907,-25.44,-8.19,,,,,,,,297.0,297.0,225124.0,,,,,137.931,0.0,6.8,1.102,A2,0.06,91.497639,1.476258,103.203505,4.37e-06,-1.694e-05,-3.63e-06,0.016133524804747,0.8453835005704,-1.233366003e-07,-3.970624e-08,,,And,1.0,297.0,,31.564578912990697,,,
,0.06233,-17.335988,28.57,-7.28,,,,,,,,300.0,301.0,225132.0,9098.0,,2    Cet,,83.4725,-5.0,4.55,-0.058,B9IVn,-0.047,79.670013,1.300177,-24.872663,-5.95e-06,1.147e-05,-1.29e-06,0.0163180279735996,-0.3025700638263062,1.385112685e-07,-3.5294435e-08,,2.0,Cet,1.0,300.0,,91.87556016660622,,,
,0.064342,66.712183,7.86,-8.15,,,,,,,,302.0,302.0,225136.0,9099.0,,,,265.9574,15.0,6.31,-0.814,M4,1.629,105.131447,1.771134,244.290098,1.554e-05,1.04e-05,9.94e-06,0.0168447494306088,1.1643472412672524,3.81063553e-08,-3.9512314e-08,,,Cep,1.0,302.0,,184.33168795057549,V398,6.356,6.256
,0.070462,62.287664,-0.99,-0.37,,,,,,,,330.0,330.0,225180.0,9100.0,,9    Cas,,100000.0,-18.0,5.9,-14.1,A1III,0.274,46495.3549,857.790357,88529.351835,0.00015906,-0.00047707,-9.971e-05,0.0184469030030149,1.0871248133041624,-4.7996554e-09,-1.79381e-09,,9.0,Cas,1.0,330.0,,38018939.632056125,,,
,0.072165,-16.529036,53.77,-60.27,,,,,,,,343.0,343.0,225197.0,9101.0,,,,90.6618,-27.0,5.78,0.993,K0III,1.084,86.89952,1.641967,-25.793323,-3.445e-05,2.299e-05,-1.754e-05,0.0188926559877653,-0.2884861027255437,2.60684316e-07,-2.92197205e-07,,,Cet,1.0,343.0,,34.89795674378744,,,
,0.07231,-29.268822,29.15,3.44,,,,,,,,345.0,345.0,225200.0,9102.0,,,,124.8439,28.0,6.38,0.898,A1V,0.006,108.886464,2.061556,-61.037283,2.566e-05,1.813e-05,-1.218e-05,0.0189306325778939,-0.5108373060710875,1.413231879e-07,1.667759e-08,,,Scl,1.0,345.0,,38.08903764981351,,,
,0.075033,-10.509523,-6.49,-11.88,,,,,,,,355.0,355.0,225212.0,9103.0,,3    Cet,,641.0256,-42.0,4.99,-4.044,K3Ibvar,1.619,630.150175,12.379991,-116.922329,-4.856e-05,-2.113e-05,-2.846e-05,0.0196435746864311,-0.1834257839638187,-3.14644079e-08,-5.7595865e-08,,3.0,Cet,1.0,355.0,,3610.771451003532,,,
,0.07683,42.09253,-11.94,-12.73,,,,,,,,366.0,365.0,225218.0,9105.0,,,,386.1004,-8.0,6.11,-1.824,B9III,0.159,286.452905,5.762477,258.814588,1.035e-05,-2.214e-05,-2.317e-05,0.0201141284909072,0.7346532469781663,-5.78867535e-08,-6.1716781e-08,,,And,1.0,366.0,,467.30453963151,,,
,0.078131,-71.436891,30.0,-13.62,,,,,,,,377.0,377.0,225253.0,9108.0,,,,175.4386,-3.0,5.59,-0.631,B8III,-0.1,55.839008,1.142475,-166.311133,-1.248e-05,2.526e-05,-7.8e-07,0.0204545826359114,-1.246808961776701,1.454441042e-07,-6.6031623e-08,,,Tuc,1.0,377.0,,155.73993890808558,,,
,0.078304,67.166445,95.58,23.8,,,,,,,,379.0,379.0,225216.0,9104.0,,,,92.6784,-27.0,5.68,0.845,K1III,1.051,35.956698,0.73744,85.415532,-2.145e-05,4.251e-05,-2.13e-05,0.0204998546180139,1.1722756186244814,4.633849159e-07,1.15385655e-07,,,Cep,1.0,379.0,,39.99447497610976,,,
,0.081573,34.659797,769.11,100.49,,,,,,,,394.0,394.0,225239.0,9107.0,GJ 3002,,,39.185,6.4,6.09,3.124,G2V,0.632,32.224052,0.688502,22.28464,-8.59e-06,0.00014595,1.942e-05,0.021355798566862,0.6049275719060863,3.7287504985e-06,4.87189267e-07,,,And,1.0,394.0,,4.902301301361681,,,
